35 Bernard Street Mount Wellington Auckland City,{"x": 19464745.428063568, "y": -4428998.229925695},{"OBJECTID": 57944, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
37 Bernard Street Mount Wellington Auckland City,{"x": 19464732.38038693, "y": -4429004.613094146},{"OBJECTID": 57944, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
39 Bernard Street Mount Wellington Auckland City,{"x": 19464717.460160866, "y": -4429015.93645934},{"OBJECTID": 57944, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
43 Bernard Street Mount Wellington Auckland City,{"x": 19464703.535970915, "y": -4429032.389729433},{"OBJECTID": 57944, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
3 Bertrand Road Mount Wellington Auckland City,{"x": 19463062.094934102, "y": -4425422.562416864},{"OBJECTID": 126912, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
5 Bertrand Road Mount Wellington Auckland City,{"x": 19463054.523474306, "y": -4425438.855725886},{"OBJECTID": 126912, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
11 Bertrand Road Mount Wellington Auckland City,{"x": 19463028.64088971, "y": -4425484.929003454},{"OBJECTID": 126912, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
2 Boakes Road Mount Wellington Auckland City,{"x": 19462680.7392351, "y": -4425062.393145763},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
5 Boakes Road Mount Wellington Auckland City,{"x": 19462645.171880536, "y": -4425116.819154715},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
6 Boakes Road Mount Wellington Auckland City,{"x": 19462666.3253364, "y": -4425099.686328634},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
